Transaction_ID,Date,Vendor,Department,Amount,Issue_Type,ML_Risk_Score,Recommended_Action,Estimated_Savings,Auto_Action,Execution_Status
2199,2024-04-01 14:00:00,Wipro,IT,99075,High ML Risk (Pattern),0.9504871615312793,Investigate Vendor,19815.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8711,2024-12-28 22:00:00,Wipro,HR,99053,High ML Risk (Pattern),0.9265838205911736,Investigate Vendor,19810.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5077,2024-07-30 12:00:00,IBM,Finance,99039,High ML Risk (Pattern),0.907784090909091,Investigate Vendor,19807.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1997,2024-03-24 04:00:00,Infosys,HR,99026,High ML Risk (Pattern),0.8972900432900432,Investigate Vendor,19805.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5462,2024-08-15 13:00:00,IBM,Finance,99016,High ML Risk (Pattern),0.9146709956709955,Investigate Vendor,19803.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6064,2024-09-09 15:00:00,Infosys,Finance,98994,High ML Risk (Pattern),0.8521919498630025,Investigate Vendor,19798.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8066,2024-12-02 01:00:00,Google Cloud,HR,98980,High ML Risk (Pattern),0.8296080390198037,Investigate Vendor,19796.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7471,2024-11-07 06:00:00,Infosys,Operations,98977,High ML Risk (Pattern),0.9229170274170272,Investigate Vendor,19795.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6434,2024-09-25 01:00:00,Azure,HR,98958,High ML Risk (Pattern),0.9283866718077245,Investigate Vendor,19791.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6580,2024-10-01 03:00:00,Infosys,Marketing,98930,High ML Risk (Pattern),0.8996813186813187,Investigate Vendor,19786.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3948,2024-06-13 11:00:00,TCS,Marketing,98919,High ML Risk (Pattern),0.9181590909090909,Investigate Vendor,19783.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1278,2024-02-23 05:00:00,Google Cloud,Finance,98911,High ML Risk (Pattern),0.9433253968253967,Investigate Vendor,19782.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6777,2024-10-09 08:00:00,IBM,IT,98847,High ML Risk (Pattern),0.9156538461538462,Investigate Vendor,19769.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2224,2024-04-02 15:00:00,Wipro,HR,98847,High ML Risk (Pattern),0.9687655971479501,Investigate Vendor,19769.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7019,2024-10-19 10:00:00,Wipro,HR,98816,High ML Risk (Pattern),0.9170741480741482,Investigate Vendor,19763.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1972,2024-03-23 03:00:00,AWS,Operations,98813,High ML Risk (Pattern),0.9151969696969696,Investigate Vendor,19762.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4432,2024-07-03 15:00:00,Infosys,Operations,98812,High ML Risk (Pattern),0.9434404761904761,Investigate Vendor,19762.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8001,2024-11-29 08:00:00,IBM,Finance,98807,High ML Risk (Pattern),0.8595397935397935,Investigate Vendor,19761.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2198,2024-04-01 13:00:00,AWS,Operations,98799,High ML Risk (Pattern),0.9382099567099565,Investigate Vendor,19759.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2895,2024-04-30 14:00:00,Azure,Marketing,98792,High ML Risk (Pattern),0.9165280650721828,Investigate Vendor,19758.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
584,2024-01-25 07:00:00,Infosys,Marketing,98779,High ML Risk (Pattern),0.9498627859069037,Investigate Vendor,19755.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9907,2025-02-16 18:00:00,Google Cloud,HR,98778,High ML Risk (Pattern),0.8554970760233916,Investigate Vendor,19755.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7670,2024-11-15 13:00:00,Wipro,Finance,98773,High ML Risk (Pattern),0.9133364968364969,Investigate Vendor,19754.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9150,2025-01-16 05:00:00,Azure,HR,98772,High ML Risk (Pattern),0.9197142857142856,Investigate Vendor,19754.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5989,2024-09-06 12:00:00,Google Cloud,Marketing,98771,High ML Risk (Pattern),0.9575744949494949,Investigate Vendor,19754.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6922,2024-10-15 09:00:00,Wipro,Operations,98757,High ML Risk (Pattern),0.9414874218918337,Investigate Vendor,19751.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6672,2024-10-04 23:00:00,TCS,IT,98753,High ML Risk (Pattern),0.9227164502164501,Investigate Vendor,19750.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6746,2024-10-08 01:00:00,IBM,Operations,98739,High ML Risk (Pattern),0.9715789473684211,Investigate Vendor,19747.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
964,2024-02-10 03:00:00,Infosys,HR,98724,High ML Risk (Pattern),0.9333955309396483,Investigate Vendor,19744.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2631,2024-04-19 14:00:00,Google Cloud,IT,98694,High ML Risk (Pattern),0.8501666666666668,Investigate Vendor,19738.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2000,2024-03-24 07:00:00,Azure,Finance,98686,High ML Risk (Pattern),0.9046676539834435,Investigate Vendor,19737.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6589,2024-10-01 12:00:00,AWS,Marketing,98683,High ML Risk (Pattern),0.8983844488844487,Investigate Vendor,19736.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4394,2024-07-02 01:00:00,Azure,IT,98661,High ML Risk (Pattern),0.932664294039294,Investigate Vendor,19732.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8859,2025-01-04 02:00:00,Infosys,Finance,98660,High ML Risk (Pattern),0.8796255509196684,Investigate Vendor,19732.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2088,2024-03-27 23:00:00,TCS,Operations,98639,High ML Risk (Pattern),0.9214808802308804,Investigate Vendor,19727.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
471,2024-01-20 14:00:00,TCS,IT,98631,High ML Risk (Pattern),0.9206666666666666,Investigate Vendor,19726.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1484,2024-03-02 19:00:00,AWS,Operations,98630,High ML Risk (Pattern),0.8943682151182152,Investigate Vendor,19726.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2930,2024-05-02 01:00:00,Google Cloud,HR,98599,High ML Risk (Pattern),0.9324368686868687,Investigate Vendor,19719.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3791,2024-06-06 22:00:00,Google Cloud,Marketing,98583,High ML Risk (Pattern),0.888125,Investigate Vendor,19716.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5733,2024-08-26 20:00:00,IBM,Marketing,98576,High ML Risk (Pattern),0.8862222222222224,Investigate Vendor,19715.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5984,2024-09-06 07:00:00,Infosys,Operations,98572,High ML Risk (Pattern),0.9468888888888888,Investigate Vendor,19714.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7957,2024-11-27 12:00:00,Wipro,HR,98567,High ML Risk (Pattern),0.9316363636363637,Investigate Vendor,19713.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7847,2024-11-22 22:00:00,IBM,Operations,98561,High ML Risk (Pattern),0.9563062200956938,Investigate Vendor,19712.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3482,2024-05-25 01:00:00,Infosys,HR,98556,High ML Risk (Pattern),0.9083472222222223,Investigate Vendor,19711.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
38,2024-01-02 13:00:00,TCS,Operations,98555,High ML Risk (Pattern),0.9213199665831244,Investigate Vendor,19711.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4990,2024-07-26 21:00:00,Infosys,IT,98547,High ML Risk (Pattern),0.9394488058381246,Investigate Vendor,19709.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
742,2024-01-31 21:00:00,TCS,Operations,98540,High ML Risk (Pattern),0.9233611111111111,Investigate Vendor,19708.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
219,2024-01-10 02:00:00,AWS,Operations,98520,High ML Risk (Pattern),0.9537015484515484,Investigate Vendor,19704.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9439,2025-01-28 06:00:00,Azure,HR,98519,High ML Risk (Pattern),0.8994319667260844,Investigate Vendor,19703.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1023,2024-02-12 14:00:00,Google Cloud,Operations,98507,High ML Risk (Pattern),0.8924437229437229,Investigate Vendor,19701.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4539,2024-07-08 02:00:00,AWS,Marketing,98504,High ML Risk (Pattern),0.8847718253968253,Investigate Vendor,19700.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9985,2025-02-20 00:00:00,IBM,Finance,98501,High ML Risk (Pattern),0.9264444444444443,Investigate Vendor,19700.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7090,2024-10-22 09:00:00,AWS,Operations,98486,High ML Risk (Pattern),0.9274688644688643,Investigate Vendor,19697.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7367,2024-11-02 22:00:00,TCS,Marketing,98481,High ML Risk (Pattern),0.9046093906093905,Investigate Vendor,19696.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5254,2024-08-06 21:00:00,AWS,HR,98480,High ML Risk (Pattern),0.8358848994143112,Investigate Vendor,19696.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9576,2025-02-02 23:00:00,Infosys,Finance,98464,High ML Risk (Pattern),0.8688081860949507,Investigate Vendor,19692.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
506,2024-01-22 01:00:00,AWS,HR,98449,High ML Risk (Pattern),0.9318154761904763,Investigate Vendor,19689.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4590,2024-07-10 05:00:00,AWS,IT,98449,High ML Risk (Pattern),0.919457611832612,Investigate Vendor,19689.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1216,2024-02-20 15:00:00,IBM,HR,98445,High ML Risk (Pattern),0.9281453823953824,Investigate Vendor,19689.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4196,2024-06-23 19:00:00,Google Cloud,HR,98435,High ML Risk (Pattern),0.9013333333333332,Investigate Vendor,19687.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6921,2024-10-15 08:00:00,AWS,Finance,98435,High ML Risk (Pattern),0.8976671122994653,Investigate Vendor,19687.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2865,2024-04-29 08:00:00,IBM,Operations,98421,High ML Risk (Pattern),0.9136022033522032,Investigate Vendor,19684.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5625,2024-08-22 08:00:00,IBM,IT,98417,High ML Risk (Pattern),0.9760882352941177,Investigate Vendor,19683.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7336,2024-11-01 15:00:00,AWS,Finance,98409,High ML Risk (Pattern),0.8761422205245735,Investigate Vendor,19681.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9538,2025-02-01 09:00:00,Azure,IT,98400,High ML Risk (Pattern),0.9400919913419915,Investigate Vendor,19680.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2573,2024-04-17 04:00:00,TCS,Finance,98398,High ML Risk (Pattern),0.9588181818181819,Investigate Vendor,19679.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9553,2025-02-02 00:00:00,Azure,HR,98393,High ML Risk (Pattern),0.9372341269841269,Investigate Vendor,19678.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3432,2024-05-22 23:00:00,TCS,IT,98392,High ML Risk (Pattern),0.9116994949494949,Investigate Vendor,19678.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5180,2024-08-03 19:00:00,Infosys,Finance,98379,High ML Risk (Pattern),0.8772543290043289,Investigate Vendor,19675.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
863,2024-02-05 22:00:00,Infosys,HR,98375,High ML Risk (Pattern),0.9244287477228653,Investigate Vendor,19675.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4309,2024-06-28 12:00:00,Infosys,IT,98371,High ML Risk (Pattern),0.9533150621308516,Investigate Vendor,19674.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9644,2025-02-05 19:00:00,IBM,IT,98368,High ML Risk (Pattern),0.9306944444444446,Investigate Vendor,19673.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9520,2025-01-31 15:00:00,Azure,HR,98367,High ML Risk (Pattern),0.939018981018981,Investigate Vendor,19673.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4354,2024-06-30 09:00:00,Wipro,Operations,98357,High ML Risk (Pattern),0.882417775035422,Investigate Vendor,19671.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6540,2024-09-29 11:00:00,Azure,Marketing,98354,High ML Risk (Pattern),0.9016551956815116,Investigate Vendor,19670.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6755,2024-10-08 10:00:00,Google Cloud,IT,98332,High ML Risk (Pattern),0.8499125874125874,Investigate Vendor,19666.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3631,2024-05-31 06:00:00,IBM,HR,98328,High ML Risk (Pattern),0.9593055555555554,Investigate Vendor,19665.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9174,2025-01-17 05:00:00,IBM,Finance,98322,High ML Risk (Pattern),0.9231547619047619,Investigate Vendor,19664.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9753,2025-02-10 08:00:00,Infosys,Marketing,98309,High ML Risk (Pattern),0.8837426739926739,Investigate Vendor,19661.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8515,2024-12-20 18:00:00,Infosys,Marketing,98305,High ML Risk (Pattern),0.9048349567099568,Investigate Vendor,19661.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3383,2024-05-20 22:00:00,Infosys,HR,98294,High ML Risk (Pattern),0.8836655011655011,Investigate Vendor,19658.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
40,2024-01-02 15:00:00,IBM,Operations,98289,High ML Risk (Pattern),0.9312272727272726,Investigate Vendor,19657.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1281,2024-02-23 08:00:00,Infosys,Finance,98288,High ML Risk (Pattern),0.9310223318992668,Investigate Vendor,19657.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2270,2024-04-04 13:00:00,Azure,Operations,98284,High ML Risk (Pattern),0.9501752136752137,Investigate Vendor,19656.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3967,2024-06-14 06:00:00,Wipro,Finance,98276,High ML Risk (Pattern),0.8727993950493951,Investigate Vendor,19655.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2607,2024-04-18 14:00:00,Wipro,HR,98275,High ML Risk (Pattern),0.9799019607843137,Investigate Vendor,19655.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5689,2024-08-25 00:00:00,TCS,Operations,98267,High ML Risk (Pattern),0.8829592074592075,Investigate Vendor,19653.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2860,2024-04-29 03:00:00,Azure,Finance,98255,High ML Risk (Pattern),0.9025882728382727,Investigate Vendor,19651.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8513,2024-12-20 16:00:00,Google Cloud,Marketing,98239,High ML Risk (Pattern),0.8488234265734264,Investigate Vendor,19647.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5330,2024-08-10 01:00:00,Wipro,Marketing,98229,High ML Risk (Pattern),0.9219841269841269,Investigate Vendor,19645.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3822,2024-06-08 05:00:00,IBM,IT,98217,High ML Risk (Pattern),0.9309453781512605,Investigate Vendor,19643.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6060,2024-09-09 11:00:00,AWS,Finance,98208,High ML Risk (Pattern),0.823897977022977,Investigate Vendor,19641.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2926,2024-05-01 21:00:00,IBM,Operations,98201,High ML Risk (Pattern),0.9582173382173383,Investigate Vendor,19640.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8321,2024-12-12 16:00:00,AWS,Operations,98192,High ML Risk (Pattern),0.8899639249639248,Investigate Vendor,19638.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4243,2024-06-25 18:00:00,Wipro,Operations,98180,High ML Risk (Pattern),0.9350061645870469,Investigate Vendor,19636.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2336,2024-04-07 07:00:00,Azure,Operations,98180,High ML Risk (Pattern),0.933871794871795,Investigate Vendor,19636.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6205,2024-09-15 12:00:00,Azure,IT,98179,High ML Risk (Pattern),0.8648247863247864,Investigate Vendor,19635.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
575,2024-01-24 22:00:00,AWS,IT,98158,High ML Risk (Pattern),0.9277070707070706,Investigate Vendor,19631.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9948,2025-02-18 11:00:00,TCS,Operations,98155,High ML Risk (Pattern),0.8868308080808082,Investigate Vendor,19631.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8896,2025-01-05 15:00:00,Azure,Finance,98153,High ML Risk (Pattern),0.8500986119144014,Investigate Vendor,19630.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6228,2024-09-16 11:00:00,TCS,Marketing,98138,High ML Risk (Pattern),0.927467978658768,Investigate Vendor,19627.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8199,2024-12-07 14:00:00,IBM,IT,98127,High ML Risk (Pattern),0.9194444444444444,Investigate Vendor,19625.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7666,2024-11-15 09:00:00,TCS,HR,98098,High ML Risk (Pattern),0.9295833333333334,Investigate Vendor,19619.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5363,2024-08-11 10:00:00,Azure,Finance,98081,High ML Risk (Pattern),0.8341593567251462,Investigate Vendor,19616.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1524,2024-03-04 11:00:00,AWS,Marketing,98079,High ML Risk (Pattern),0.8920859973359976,Investigate Vendor,19615.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2436,2024-04-11 11:00:00,IBM,Operations,98069,High ML Risk (Pattern),0.9438888888888889,Investigate Vendor,19613.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8159,2024-12-05 22:00:00,IBM,Marketing,98065,High ML Risk (Pattern),0.9005769873401451,Investigate Vendor,19613.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6376,2024-09-22 15:00:00,Google Cloud,Marketing,98052,High ML Risk (Pattern),0.8715436507936506,Investigate Vendor,19610.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1069,2024-02-14 12:00:00,AWS,Marketing,98047,High ML Risk (Pattern),0.8859999999999999,Investigate Vendor,19609.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5016,2024-07-27 23:00:00,Azure,IT,98046,High ML Risk (Pattern),0.9340238095238097,Investigate Vendor,19609.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1729,2024-03-13 00:00:00,AWS,Marketing,98031,High ML Risk (Pattern),0.907459706959707,Investigate Vendor,19606.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7876,2024-11-24 03:00:00,AWS,Operations,97996,High ML Risk (Pattern),0.8863607503607502,Investigate Vendor,19599.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7744,2024-11-18 15:00:00,IBM,IT,97993,High ML Risk (Pattern),0.9175279720279719,Investigate Vendor,19598.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7372,2024-11-03 03:00:00,Google Cloud,Finance,97988,High ML Risk (Pattern),0.87575,Investigate Vendor,19597.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4424,2024-07-03 07:00:00,Infosys,Finance,97985,High ML Risk (Pattern),0.9411136363636365,Investigate Vendor,19597.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3202,2024-05-13 09:00:00,IBM,HR,97981,High ML Risk (Pattern),0.9203969502719501,Investigate Vendor,19596.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7306,2024-10-31 09:00:00,Wipro,IT,97969,High ML Risk (Pattern),0.9415259838201016,Investigate Vendor,19593.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5324,2024-08-09 19:00:00,IBM,Marketing,97951,High ML Risk (Pattern),0.9123881673881674,Investigate Vendor,19590.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2942,2024-05-02 13:00:00,Azure,HR,97946,High ML Risk (Pattern),0.9566031746031747,Investigate Vendor,19589.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9272,2025-01-21 07:00:00,IBM,Operations,97939,High ML Risk (Pattern),0.927768740031898,Investigate Vendor,19587.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4507,2024-07-06 18:00:00,Azure,Finance,97921,High ML Risk (Pattern),0.8623995726495727,Investigate Vendor,19584.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5060,2024-07-29 19:00:00,Azure,Marketing,97920,High ML Risk (Pattern),0.9332946889711594,Investigate Vendor,19584.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
875,2024-02-06 10:00:00,TCS,HR,97917,High ML Risk (Pattern),0.9326388888888889,Investigate Vendor,19583.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3112,2024-05-09 15:00:00,Infosys,IT,97912,High ML Risk (Pattern),0.9398452380952382,Investigate Vendor,19582.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3331,2024-05-18 18:00:00,IBM,IT,97905,High ML Risk (Pattern),0.8758324175824176,Investigate Vendor,19581.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4882,2024-07-22 09:00:00,Infosys,Operations,97889,High ML Risk (Pattern),0.8852797202797202,Investigate Vendor,19577.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5128,2024-08-01 15:00:00,Wipro,Marketing,97857,High ML Risk (Pattern),0.9268173076923076,Investigate Vendor,19571.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
903,2024-02-07 14:00:00,Azure,Marketing,97854,High ML Risk (Pattern),0.8740525748761043,Investigate Vendor,19570.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2874,2024-04-29 17:00:00,TCS,IT,97853,High ML Risk (Pattern),0.8949973262032087,Investigate Vendor,19570.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9539,2025-02-01 10:00:00,Google Cloud,Finance,97847,High ML Risk (Pattern),0.8872871715487816,Investigate Vendor,19569.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3508,2024-05-26 03:00:00,TCS,Finance,97822,High ML Risk (Pattern),0.8346194083694084,Investigate Vendor,19564.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4267,2024-06-26 18:00:00,Infosys,Finance,97818,High ML Risk (Pattern),0.9312525252525253,Investigate Vendor,19563.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7657,2024-11-15 00:00:00,Azure,IT,97794,High ML Risk (Pattern),0.8423561454884986,Investigate Vendor,19558.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4677,2024-07-13 20:00:00,Wipro,Marketing,97782,High ML Risk (Pattern),0.8400065783889313,Investigate Vendor,19556.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6939,2024-10-16 02:00:00,AWS,Marketing,97777,High ML Risk (Pattern),0.8331365856365857,Investigate Vendor,19555.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4489,2024-07-06 00:00:00,Infosys,Operations,97775,High ML Risk (Pattern),0.88490502716238,Investigate Vendor,19555.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
3305,2024-05-17 16:00:00,Google Cloud,Finance,97753,High ML Risk (Pattern),0.8823162931839401,Investigate Vendor,19550.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8245,2024-12-09 12:00:00,Wipro,HR,97742,High ML Risk (Pattern),0.8747047829621358,Investigate Vendor,19548.4,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2949,2024-05-02 20:00:00,Wipro,Finance,97706,High ML Risk (Pattern),0.9182994227994228,Investigate Vendor,19541.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
9511,2025-01-31 06:00:00,TCS,HR,97683,High ML Risk (Pattern),0.9281601731601731,Investigate Vendor,19536.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
7796,2024-11-20 19:00:00,IBM,HR,97666,High ML Risk (Pattern),0.8107996880570412,Investigate Vendor,19533.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2061,2024-03-26 20:00:00,IBM,Marketing,97666,High ML Risk (Pattern),0.8456807359307358,Investigate Vendor,19533.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1039,2024-02-13 06:00:00,Azure,HR,97665,High ML Risk (Pattern),0.9332385620915032,Investigate Vendor,19533.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2627,2024-04-19 10:00:00,TCS,Finance,97643,High ML Risk (Pattern),0.9085997474747474,Investigate Vendor,19528.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5788,2024-08-29 03:00:00,Azure,HR,97629,High ML Risk (Pattern),0.8815225166989873,Investigate Vendor,19525.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8974,2025-01-08 21:00:00,Wipro,IT,97626,High ML Risk (Pattern),0.9312015141721025,Investigate Vendor,19525.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
1745,2024-03-13 16:00:00,Wipro,HR,97623,High ML Risk (Pattern),0.940184789067142,Investigate Vendor,19524.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
4722,2024-07-15 17:00:00,Azure,Marketing,97621,High ML Risk (Pattern),0.8571450053214759,Investigate Vendor,19524.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
5427,2024-08-14 02:00:00,AWS,IT,97590,High ML Risk (Pattern),0.874355848399966,Investigate Vendor,19518.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
2369,2024-04-08 16:00:00,TCS,Operations,97576,High ML Risk (Pattern),0.9038491639079873,Investigate Vendor,19515.2,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6270,2024-09-18 05:00:00,Azure,Operations,97565,High ML Risk (Pattern),0.9083821322296555,Investigate Vendor,19513.0,HIGH PRIORITY REVIEW,Vendor Flagged for Review
6784,2024-10-09 15:00:00,Infosys,IT,97559,High ML Risk (Pattern),0.8233031794486904,Investigate Vendor,19511.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
8320,2024-12-12 15:00:00,Azure,Operations,97558,High ML Risk (Pattern),0.8519701997349057,Investigate Vendor,19511.6,HIGH PRIORITY REVIEW,Vendor Flagged for Review
664,2024-01-28 15:00:00,AWS,HR,97554,High ML Risk (Pattern),0.8245019522960699,Investigate Vendor,19510.8,HIGH PRIORITY REVIEW,Vendor Flagged for Review
